,Type,Repository,Repository City,Rep. Nat.,"Repository, City",,Lib_Latitude,Lib_Longitude,Shelfmark,Date_Start,Date_End,Date_Quality,Provenance,Prov_Latitude,Prov_Longitude,Length,Width,Number Pieces,Orientation,Complete?,Language_1,Language_2,Contents,Description,Bibliography,Editor Initials,Online Images,Online bib/record,
677,Poetry,Lambeth Palace Library,London,GB,"Lambeth Palace, London GB",,,,Misc. Rolls 1435,1300,1350,,Unknown Provenance,,,154,11.5,,,V,French,Latin,"Texts of 7 trouvere songs. On dorese, historical and genealogical notes in Latin.",Opisthographic.,"Wallensköld, A. Le Ms. Londres, Bibliothèque de Lambeth Palace, Misc. Rolls 1435. Mémoires de La Société Néo-Philologique À Helsingfors 6. Helsinki: Helsingfors Centraltryckeri, 1917.",SDP,,,
60,Calendar,Landesbibliothek Wiesbaden,Wiesbaden,DE,"Landesbibliothek Wiesbaden, Wiesbaden DE",,,,Hs. 19,1448,1448,,"Germany, Mainz",,,172,33.5,2,,N,Unknown Language,,,"Two pieces of six survive at Wiesbaden, Landesbibliothek.","Bühler, Curt F. “Prayers and Charms in Certain Middle English Scrolls.” Speculum 39, no. 2 (1964): 270–78.; Ruppel, Aloys. Johannes Gutenberg. Sein Legen Und Sein Werk. 2nd ed. Berlin: Gebr. Mann, 1947. p. 121-3.",,,,
245,Heraldic Roll,Landesmuseum,Zürich,CH,"Landesmuseum, Zürich CH",,,,Wappenrolle,1335,1340,,Unknown Provenance,,,400.5,12.5,13,,N,Unknown Language,,,Painted on both sides in two rows.,"Merz, Walther, and Friedrich Hermann Hegi, eds. Die Wappenrolle von Zürich; Ein Heraldisches Denkmal Des Vierzehnten Jahrhunderts in Getreuer Farbiger Nachbildung Des Originals. Zürich, Leipzig: Orell Füssli, 1930.; Runge, Heinrich. Die wappenrolle von Zürich. Ein heraldisches denkmal des vierzehnten jahrhunderts. Edited by Gesellschaft in Zürich Antiquarische. Zürich: Selbstverlag der Gesellschaft; druck von D. Bürkli, 1860.; Wattenbach, Wilhelm. Das schriftwesen im mittelalter. 3rd ed. Leipzig: S. Hirzel, 1896, 170.",,,http://www.hls-dhs-dss.ch/textes/d/D12809.php,
580,Chronicles,Leeds University Library,Leeds,GB,"Leeds University Library, Leeds GB",,,,Brotherton MS 100,1461,1483,ca,France,,,"1,760",63,39,V,Y,French,,Integrated non-Christian and Christian history of the world from Creation to Louis XI of France.,,"Davis, Lisa Fagin. The First and Second Recensions of the Chronique Anonyme Universelle: Houghton MS Typ 41 and MS Fr 49. Cambridge, MA: Harvard University, 2009.",ECI,,http://lib.leeds.ac.uk/record=b2651425,online record has multiple sources (Double check they are in Zotero) 
564,Vitae,Lilly Library at Indiana University,"Bloomington, IN",US,"Lilly Library at Indiana University, Bloomington IN US",,,,Poole 40,1000,1025,,England,,,28.2,8.2,2,V,N,Latin,,"The end of the life of Saint Apollonaris (feast day 23 July), part of the lives of Saints Abdon and Sennes (feast day 30 July, here expressed in Latin as iii. kal. Augusti. Also contains a few words from the opening of the accompanying letter which Christ is said to have written to Abgarus.",,"Collins, R. L. “An Aelfric Manuscript Fragment.” Times Literary Anglia, September 2, 1960, 561.",SDP,http://ucblibrary4.berkeley.edu:8088/xtf22/search?smode=basic;text=roll;rmode=digscript;docsPerPage=1;startDoc=7;fullview=yes,,
136,GB Roy. Gen.,"Macmillan Brown Library, University of Canterbury",Christchurch,NZ,"Macmillan Brown Library University of Canterbury, Christchurch NZ",,,,MS 1,1422,1483,ca,England,,,489,33.4,6,V,,Latin,,"Popular title, the Canterbury Roll; genealogical roll of the kings of England from Noah to Edward IV",,"Jones, Chris. “The Canterbury Roll.” In Treasures of the University of Canterbury, edited by Chris Jones, Bronwyn Matthews, and Jennifer Clement, 85–90. Christchurch: Canterbury University Press, 2011.",ALN,http://www.canterbury.ac.nz/canterburyroll/research/index.shtml,,
127,GB Roy. Gen.,Magdalen College Library,Oxford,GB,"Magdalen College Library, Oxford GB",,,,Peyps 244,1473,1500,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Abbreviated genealogy of kings of England. Text is Lyell C.,No decoration.,"De la Mare, Albinia Catherine. Catalogue of the Collection of Medieval Manuscripts Bequeathed to the Bodleian Library, Oxford by James P. R. Lyell. Oxford: Clarendon P., 1971. 84.",,,,
216,GB Roy. Gen.,Magdalen College Library,Oxford,GB,"Magdalen College Library, Oxford GB",,,,Lat 248,1450,1500,,Unknown Provenance,,,1040,31,13,,,Unknown Language,,Genealogy of Kings of England. Text is Lyell E.,,"Ker, N.R. Medieval Manuscripts in British Libraries. Vol. III. Oxford: Clarendon, 1969, 646-7.",,,,
399,Mortuary Roll,Médiathèque d'Orléans,Orleans,FR,"Médiathèque d'Orléans, Orleans FR",,,,"MS 72 (69), upper wooden board",1137,1137,?,"France, Fleury",,,32.5,23,1,,N,Latin,,"Fragmentary mortuary roll of Boson, abbot of Fleury.",,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 1. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009. no. 129.",EAM; LBB,,,
485,Recipes,Médiathèque du Valais,Sitten,CH,"Médiathèque du Valais, Sitten CH",,,,S.108,1250,1300,,Unknown Provenance,,,194.5,13.3,1,V,,French,,"133 recipes, source material for Tallivent.",,"Aebischer, Paul. “Un Manuscrit Valaisan Du Viandier Attribué À Taillevent.” Vallesia 8 (1953): 73–100.; Donnet, André. “Inventaire de La Bibliothèque Supersaxo.” Vallesia 29 (1974): 33–106.",ADM,http://www.e-codices.unifr.ch/fr/list/one/mvs/viandier,http://www.e-codices.unifr.ch/fr/description/mvs/viandier,
507,Trees of Christ,Merseyside Country Museum,Liverpool,GB,"Merseyside Country Museum, Liverpool GB",,,,Mayer 12012,1425,1475,,Unknown Provenance,,,1008,28.5,12,,,Unknown Language,,Peter of Poitiers Compendium with genealogy of Kings of England on verso.,Opisthographic.,"Ker, N.R. Medieval Manuscripts in British Libraries. Vol. III. Oxford: Clarendon, 1969, 224-25.",,,,
524,Trees of Christ,Metropolitan Museum of Art,"New York, NY",US,"Metropolitan Museum of Art, New York NY US",,,,acc no 2002.433,1230,1230,ca,England,,,166.5,33.5,,,N,Unknown Language,,Fragment of a Compendium of the Genealogy of Christ.,,"“Recent Aquisitions, A Selection: 2002-2003.” The Metropolitan Museum of Art Bulletin 61, no. 2 (2003).",NDP,http://www.metmuseum.org/Collections/search-the-collections/70015999,,
274,Liturgical,Montecassino,Montecassino,IT,"Montecassino, Montecassino IT",,,,Compactiones XVI,1175,1200,,"Italy, Montecassino",,,27.3,20.2,1,V,N,Latin,,Orationes sollemnes feriae sextae hebdomadae sanctae.,,"Gyug, Richard F. “A Fragment of a Liturgical Roll at Montecassino (Compactiones XVI).” Mediaeval Studies 52, no. 1 (1990): 268–77.; Suski, Andrzej Wojciech, Giacomo Baroffio, and Manlio Sodi. “Rotoli Liturgici Medievali (Secoli VII-XV). Censimento E Bibliografia.” Revista Liturgica 101, no. 3 (2014): 603–21.",ZRW (added article),http://www.mgh-bibliothek.de/dokumente/z/zsn2a043418.pdf,,
312,Med-Alch,Murhardschen Bibliothek,Kassel,DE,"Murhardschen Bibliothek, Kassel DE",,,,Octo MS Med. 11.1,1375,1400,,Unknown Provenance,,,154.5,11.5,,,,Latin,,Medical and alchemical instructions.,,"Bischoff, Bernhard. Latin Palaeography: Antiquity and the Middle Ages. Cambridge: Cambridge University Press, 1990. p. 33 n112.",SDP,,http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0036_b078_JPG.htm,
313,Med-Alch,Murhardschen Bibliothek,Kassel,DE,"Murhardschen Bibliothek, Kassel DE",,,,Octo MS Med. 11.2,1375,1400,,Germany,,,223,15,,,,Latin,,"Alchemical experiments, the work of master Nicolay de Pusewalt of Colonia.",,Unknown Bibliography,SDP,,http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0036_b079_JPG.htm,
567,Vitae,Musée Carnavalet,Paris,FR,Musée Carnavalet Paris FR,,,,D 7075,1240,1255,,"France, Noyon",,,34,17.7,,,N,Latin,,"Roll of life of St. Éloi. Illustrated. This is a fragment showing two miraculous scenes involving the St. Éloi, Bishop of Noyon.",,"Morgan, Nigel. “Early Gothic Manuscripts.” In A Survey of Manuscripts Illuminated in the British Isles, edited by J.J.G. Alexander, Vol. 2. London: Harvey Miller, 1982, 102.; Scheller, Robert Walter Hans Peter. Exemplum: Model-Book Drawings and the Practice of Artistic Transmission in the Middle Ages (ca. 900-Ca. 1470). Amsterdam University Press, 1995, p. 50.",Kelly/STM,http://www.carnavalet.paris.fr/en/collections/rouleau-de-saint-eloi,,
534,Trees of Christ,Musée du Louvre,Paris,FR,"Musée du Louvre, Paris FR",,,,Unknown,1300,1325,,Unknown Provenance,,,Unknown,Unknown,6,,,Latin,,Biblia pauperum.,,"Avril, François, Nicole Reynaud, and Dominique Cordellier. “Six Fragments.” In Les Enluminures Du Louvre: Moyen Âge et Renaissance, 30–37. Paris: Louvre, 2011.",,,,
679,Map or Guide,Museo Del Tesoro Del Duomo E Archivio Capitolare,Vercelli,IT,"Museo Del Tesoro Del Duomo E Archivio Capitolare, Vercelli IT",,,,Mappamondo di Vercelli,1200,1225,,Unknown Provenance,,,84,72,,,,Unknown Language,,World map.,,Unknown Bibliography,,,,
680,Ecclesiastical,Museo Del Tesoro Del Duomo E Archivio Capitolare,Vercelli,IT,"Museo Del Tesoro Del Duomo E Archivio Capitolare, Vercelli IT",,,,SN,1175,1200,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Drawing of Ecclesia.,,Unknown Bibliography,,,,
678,Liturgical,Museo Del Tesoro Del Duomo E Archivio Capitolare,Vercelli,IT,"Museo Del Tesoro Del Duomo E Archivio Capitolare, Vercelli IT",,,,Atti degli Apostoli,1200,1225,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Contains the Acts of the Apostles.,,Unknown Bibliography,,,,
682,Liturgical,Museo Del Tesoro Del Duomo E Archivio Capitolare,Vercelli,IT,"Museo Del Tesoro Del Duomo E Archivio Capitolare, Vercelli IT",,,,SN,1200,1200,ca,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Collects for Sunday liturgy.,,Unknown Bibliography,,,,
683,Trees of Christ,Museo Del Tesoro Del Duomo E Archivio Capitolare,Vercelli,IT,"Museo Del Tesoro Del Duomo E Archivio Capitolare, Vercelli IT",,,,SN,1175,1200,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Peter of Poitiers Genealogia Christi.,,Unknown Bibliography,,,,
684,Varia,Museo Del Tesoro Del Duomo E Archivio Capitolare,Vercelli,IT,"Museo Del Tesoro Del Duomo E Archivio Capitolare, Vercelli IT",,,,SN,1200,1200,ca,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Geometric designs.,,Unknown Bibliography,,,,
681,Vitae,Museo Del Tesoro Del Duomo E Archivio Capitolare,Vercelli,IT,"Museo Del Tesoro Del Duomo E Archivio Capitolare, Vercelli IT",,,,SN,1175,1200,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Tree and writings of Joachim de Fiore.,,Unknown Bibliography,,,,
280,Liturgical,Museo dell'Opera del Duomo,Pisa,IT,"Museo dell'Opera del Duomo, Pisa IT",,,,Exultet 1,1000,1100,,"Italy, Pisa",,,282,21.8,6,,,Unknown Language,,Exultet.,,"Kelly, Thomas Forrest. The Exultet in Southern Italy. New York: Oxford University Press, 1996.; Suski, Andrzej Wojciech, Giacomo Baroffio, and Manlio Sodi. “Rotoli Liturgici Medievali (Secoli VII-XV). Censimento E Bibliografia.” Revista Liturgica 101, no. 3 (2014): 603–21.",,http://ica.princeton.edu/millet/display.php?country=Italy&site=&view=country&page=13&image=4077,,
282,Liturgical,Museo dell'Opera del Duomo,Pisa,IT,"Museo dell'Opera del Duomo, Pisa IT",,,,Exultet 3,1200,1300,,"Italy, Pisa",,,620,45,8,,,Unknown Language,,Exultet.,,"Kelly, Thomas Forrest. The Exultet in Southern Italy. New York: Oxford University Press, 1996.; Suski, Andrzej Wojciech, Giacomo Baroffio, and Manlio Sodi. “Rotoli Liturgici Medievali (Secoli VII-XV). Censimento E Bibliografia.” Revista Liturgica 101, no. 3 (2014): 603–21.",,,,
281,Liturgical,Museo dell'Opera del Duomo,Pisa,IT,"Museo dell'Opera del Duomo, Pisa IT",,,,Exultet 2,1000,1100,,"Italy, Montecassino",,,900,28,12,,N,Unknown Language,,Exultet.,,"Kelly, Thomas Forrest. The Exultet in Southern Italy. New York: Oxford University Press, 1996.; Suski, Andrzej Wojciech, Giacomo Baroffio, and Manlio Sodi. “Rotoli Liturgici Medievali (Secoli VII-XV). Censimento E Bibliografia.” Revista Liturgica 101, no. 3 (2014): 603–21.",,http://ica.princeton.edu/millet/display.php?country=Italy&site=264&view=site&page=1&image=7433,,
291,Liturgical,Museo Diocesano,Salerno,IT,"Museo Diocesano, Salerno IT",,,,Exultet ,1200,1300,,Unknown Provenance,,,839.5,47.1,11,,,Latin,,"Exultet, with little writing.",,"Kelly, Thomas Forrest. The Exultet in Southern Italy. New York: Oxford University Press, 1996.; Suski, Andrzej Wojciech, Giacomo Baroffio, and Manlio Sodi. “Rotoli Liturgici Medievali (Secoli VII-XV). Censimento E Bibliografia.” Revista Liturgica 101, no. 3 (2014): 603–21.",,http://www.icpal.beniculturali.it/esito_fotografico.html?subject=1.%20Exultet%20&ids_foto=A4DEE7D7-36B6-44E3-8D63-7DB4A20C12CB&go=scheda_fotografico.html,,
296,Liturgical,Museum Catharijneconvent,Utrecht,NL,"Museum Catharijneconvent, Utrecht NL",,,,MS ABM h4a,1440,1440,ca,"France, Rouen",,,143.5,12.5,,,,Latin,French,"Prayers made for ""Henricus.""",Illuminated by the Master of Sir John Fastolf with one historiated initial and other decorated initials.,"Wustefeld, W. C. M. “A Remarkable Prayer Roll Attributed to the Master of Sir John Fastolf (Rouen, c .1440, Museum Catharijneconvent Utrecht, MS ABM h4a).” Quaerendo 33 (2003): 233–46.",ALN,,http://www.mmdc.nl/static/site/search/detail.html?searchMode=advanced&recordId=13565&selectedRecordId=13565&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=parchment+roll&shelfmark=Type+in+query...+%28autocompleted%29&author=Type+in+query...+%28autocompleted%29&title=Type+in+query...+%28autocompleted%29&startyear=Type+in+query&endyear=Type+in+query&alt-title=Type+in+query...+%28autocompleted%29&incipit=Type+in+query&annotation_contents=Type+in+query&contains=null&language=null&language_original=null&translator=Type+in+query...+%28autocompleted%29&type=null&keyword=Type+in+query&person=Type+in+query...+%28autocompleted%29&medium=null&script=Type+in+query&scribe=Type+in+query...+%28autocompleted%29&binding=null&binder=Type+in+query...+%28autocompleted%29&region=null&place=Type+in+query&patron=Type+in+query...+%28autocompleted%29&collection=Type+in+query...+%28autocompleted%29#r13565,
68,Chronicles,Museum of Historic Art,"Princeton, NJ",US,"Museum of Historic Art, Princeton NJ US",,,,31.32,1470,1470,ca,Unknown Provenance,,,487.7,68.7,,H,,Unknown Language,,"Popes, Byzantine Emperors, Holy Roman Emperorss, Kings of France, England and Jerusalem, circles with names and pictures.",,"Robinson, Chalfant, and Frank Jewett Mather Jr. “Two Manuscript Rolls.” Record of the Museum of Historic Art, Princeton University 5, no. 1 (1946): 6–9. pp. 140, 142",,,,
599,Chronicles,National Library of Russia,St. Petersburg,RU,"National Library of Russia, St. Petersburg RU",,,,Fr.F.v.IV.14,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,French,,,,"Davis, Lisa Fagin. The First and Second Recensions of the Chronique Anonyme Universelle: Houghton MS Typ 41 and MS Fr 49. Cambridge, MA: Harvard University, 2009.",,,,
600,Chronicles,National Library of Russia,St. Petersburg,RU,"National Library of Russia, St. Petersburg RU",,,,Fr.v.I.9,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,French,,,,"Davis, Lisa Fagin. The First and Second Recensions of the Chronique Anonyme Universelle: Houghton MS Typ 41 and MS Fr 49. Cambridge, MA: Harvard University, 2009.",,,,
604,Med-Alch,National Library of Sweden,Stockholm,SE,"National Library of Sweden, Stockholm SE",,,,MS X 188,1425,1435,,Sweden,,,542.5,36,12,V,,Latin,,"Contains two works by John Arderne (active 1307–70), an abridged version of ""De arte phisicali et de cirurgia"" (Of the physical arts and surgery) and Fistula in ano. Also included is a tract on obstetrics by another author, Muscio.",,Unknown Bibliography,SDP,http://www.wdl.org/en/item/11631/,http://www.kb.se/english/collections/manuscripts/older/phisicali/,
492,Trees of Christ,National Library of Wales,Aberyswyth,GB,"National Library of Wales, Aberyswyth GB",,,,Brogyntyn Roll 1,1300,1300,,England,,,Unknown,Unknown,,,,Unknown Language,,"Peter of Poitiers, Compendium historiae.",,"Cahn, Walter. “The Allegorical Menorah.” In Tributes in Honor of James H. Marrow: Studies in Painting and Manuscript Illumination of the Late Middle Ages and Northern Renaissance, edited by Jeffrey F. Hamburger and A. S. Korteweg, 117–26. London: Harvey Miller, 2006.",,,,
493,Trees of Christ,National Library of Wales,Aberyswyth,GB,"National Library of Wales, Aberyswyth GB",,,,Brogyntyn Roll 2,1461,1461,,England,,,Unknown,Unknown,,,,Unknown Language,,"Peter of Poitiers, Compendium historiae with royal genealogy extended to 1461.",,"Cahn, Walter. “The Allegorical Menorah.” In Tributes in Honor of James H. Marrow: Studies in Painting and Manuscript Illumination of the Late Middle Ages and Northern Renaissance, edited by Jeffrey F. Hamburger and A. S. Korteweg, 117–26. London: Harvey Miller, 2006.",,,,
685,Liturgical,National Museum,Prague,CZ,"National Museum, Prague CZ",,,,Cod. I E a 14,1400,1500,,Unknown Provenance,,,Unknown,Unknown,,V,N,German,,"Orational liturgical roll called ""Heiltumsrotulus."" Describes presentation of the relics of New Testament figures such as Joseph, the virgin Mary, Simeon and Lazarus.",,"Kössinger, Norbert. “Gerollte Schrift: Mittelalterliche Texte Auf Rotuli.” In Schriftträger - Textträger, edited by Annette Kehnel and Diamantis Panagiotopoulos, 151–68, 2015.",SDP,Images can be found on p 161 in Kossinger,,
52,Arma Christi,National Shrine of St. John Neumann,"Philidelphia, PA",US,"National Shrine of St. John Neumann, Philidelphia PA US",,,,SN,1375,1400,,England,,,182.9,12.7,,V,,English,,"""O Vernicle Prayer Roll."" Also a prayer to Saints Quiricus and Julitta.",,"Brown, Carleton Fairchild, and Rossell Hope Robbins. The Index of Middle English Verse. New York: Printed for the Index Society by Columbia University Press, 1943. p. 405, no. 2577.; Edsall, Mary Agnes. “Arma Christi Rolls or Textual Amulets?: The Narrow Roll Format Manuscripts of ‘O Vernicle.’” Magic, Ritual, and Witchcraft 9, no. 2 (2014): 178–209.",SDP,http://www.ccaha.org/about/news/2012/06/22/treatment-focus-unrolling-a-six-foot-long-600-year-old-arma-christi-manuscript,,
191,GB Roy. Gen.,New York Public Library,"New York, NY",US,"New York Public Library, New York NY US",,,,NYPL Spencer 193,1440,1460,,England,,,266.1,32,3,V,Y,English,Latin,"Roll with pedigree of kings of England running parallel with pedigree of the Boteler family of Sudeley. Texts in English and Latin (totalling about 147 lines), portraits, and coats of arms.",,"De Laborderie, Olivier. “Les Généalogies Des Rois d’Angleterre Sur Rouleaux Manuscrits (milieu XIIIe-Début 15e S.” In La Généalogie Entre Science et Passion, 181–99. Paris: Editions du CTHS, 1997.",SDP,http://digitalgallery.nypl.org/nypldigital/dgkeysearchresult.cfm?parent_id=185814,http://ds.lib.berkeley.edu/NYPLSpencer193_42,
585,Chronicles,New York Public Library,"New York, NY",US,"New York Public Library, New York NY US",,,,MS 124,1450,1475,,France,,,1220,61,,,,Latin,,Biblical history and the main figures and events in French and English history.,,"The Metropolitan Museum of Art. The Secular Spirit: Life and Art at the End of the Middle Ages. New York: E.P. Dutton & Co., 1975, 166.",SDP,,,
36,Arma Christi,Newberry Library,Chicago,US,"Newberry Library, Chicago IL US",,,,Case MS 32,1400,1400,ca,England,,,461,10,5,V,,Middle English,Latin,"English devotional roll, begins with a depiction of Christ on the Cross accompanied by the instruments of the Passion but in text containing the Middle English Stations of Rome, ""which relates the churches and shrines in Rome, the relics to be found there, and the indulgences available for those traveling to the shrines, expecially during the Lenten period.""",,"Clemens, Raymond, and Timothy Graham. Introduction to Manuscript Studies. Ithaca, NY: Cornell University Press, 2007.;",ALN,,https://i-share.carli.illinois.edu/nby/cgi-bin/Pwebrecon.cgi?DB=local&v1=1&BBRecID=869893, 
135,GB Roy. Gen.,Newberry Library,Chicago,US,"Newberry Library, Chicago US",,,,Case MS 166,1467,1468,,France,,,125,63,2,V,Y,Latin,,"Copied in France around 1465, displaying the genealogy of the kings of England from the reign of Edward I (1272-1307) to that of Edward IV (1461-1483), and the kings of France from the reign of Philip IV (1285-1314) to that of Louis XI (1460-1483). ","The lines of succession of England and France are arranged in vertical columns along the left and right margins, with inter-marriages and other lines of connection crisscrossing in the center. A brief description of each family member is accompanied by his coat of arms. Written on vellum.","Bauer-Smith, Charlotte. “Mapping Family Lines: A Late Fifteenth-Century Example of Genealogical Display.” In Reputation and Representation in Fifteenth Century Europe, edited by Douglas L. Biggs, Sharon D. Michalove, and Albert Compton Reeves, 123–44. Leiden: Brill, 2004. p.123.",NDP,http://publications.newberry.org/digitalexhibitions/exhibits/show/frenchrenaissance/dukes/item/147,https://i-share.carli.illinois.edu/nby/cgi-bin/Pwebrecon.cgi?DB=local&v1=1&BBRecID=182851, 
475,Prayer Roll,Newberry Library,Chicago,US,"Newberry Library, Chicago US",,,,MS 122,1350,1400,ca,Italy,,,106,14,,V,,Italian,,"Italian roll containing prayers to St. Jerome, ca. 1350-1400. ",The only surviving copy of Batista da Montefeltro's compositions in roll format and the only copy to include an illumination.,"Clemens, Raymond, and Timothy Graham. Introduction to Manuscript Studies. Ithaca, NY: Cornell University Press, 2007.",ALN,,,
114,FR Roy. Gen.,Newberry Library,Chicago,US,"Newberry Library, Chicago US",,,,Case MS 132,1483,1483,ca,France,,,687,33,9,V,,French,,"Contains a history and genealogy of the kings of France, from Pharamond in the 5th century to Louis XI, who reigned between 1461 and 1483. ","Two columns of text in French, flank a large genealogical tree, the branches of which are filled with medallions containing illustrations of abbeys and churches founded by French kings, as well as names of royal family members, and some of their achievements. Written on vellum.","Clemens, Raymond, and Timothy Graham. Introduction to Manuscript Studies. Ithaca, NY: Cornell University Press, 2007.",ALN,http://publications.newberry.org/digitalexhibitions/items/show/150,https://i-share.carli.illinois.edu/nby/cgi-bin/Pwebrecon.cgi?DB=local&v1=1&BBRecID=182269, 
500,Trees of Christ,Newberry Library,Chicago,US,"Newberry Library, Chicago US",,,,Case MS 29,1350,1399,ca,Italy,,,42.8,32.8,8,V,,Latin,,Compendium Historiae in Genealogia Christi.,,"Clemens, Raymond, and Timothy Graham. Introduction to Manuscript Studies. Ithaca, NY: Cornell University Press, 2007.;",NDP,,https://i-share.carli.illinois.edu/nby/cgi-bin/Pwebrecon.cgi?DB=local&v1=1&BBRecID=869234, 
499,Trees of Christ,Newberry Library,Chicago,US,"Newberry Library, Chicago US",,,,Case MS 22.1,1200,1225,ca,"France, Southern",,,211,36,6,V,,Latin,,Peter of Poitiers Genealogia Christi.,"Genealogical table drawn in black and red ink with double roundels, front portion filled with green; written in gothic textualis with southern features.Remnants of green around the hole in this roll reveal that the circular illustration that originally occupied this area had a rim of verdigris pigment that ate through the parchment.","Clemens, Raymond, and Timothy Graham. Introduction to Manuscript Studies. Ithaca, NY: Cornell University Press, 2007.;",NDP,,https://i-share.carli.illinois.edu/nby/cgi-bin/Pwebrecon.cgi?DB=local&v1=1&BBRecID=606985, 
35,Archival,Niedersächsisches Staatsarchiv,Wolfenbüttel,DE,"Niedersächsisches Staatsarchiv, Wolfenbüttel DE",,,,Dowry Certificate 6 Urk 11,972,972,,Germany,,,154.5,39.5,3,V,Y,Latin,,Marriage Certificate of the Empress Theophano.,,Unknown Bibliography,,http://www.facsimilefinder.com/facsimile/170/marriage-certificate-of-the-empress-theophano,,
34,Archival,Norfolk Record Office,Norwich,GB,"Norfolk Record Office, Norwich GB",,,,MS 303,1500,1500,ca,"England, Norfolk",,,402,11,5,V,Y,English,,"Swan Roll of the Broadland Area of Norfolk. Contains a pictorial register of swan owners' marks for an area that includes the Norfolk Broads and the rivers Wensum, Yare and Waveney.",,"Marks, Richard, and Paul Williamson. Gothic: Art for England 1400-1547. London: V&A, 2003.; Ticehurst, N.F. “The Swan-Marks of West Norfolk.” Transactions of the Norfolk and Norwich Naturalists’ Society 12, no. 5 (1929): 581–630.",NDP,http://www.friendsofnationallibraries.org.uk/swan-roll-broadland-area-norfolk,http://sceti.library.upenn.edu/ljs/view.cfm?option=view&MANID=ljs303,
298,Map or Guide,Öffentliche Bibliothek der Universität Basel,Basel,CH,"Öffentliche Bibliothek der Universität Basel, Basel CH",,,,"N I 2, BII. 12 u. 13",825,875,,"Germany, Upper Rhine",,,30,26,2,,,Latin,,Roll bearing report of church buildings and establishments in the Holy Land.,,"McCormick, Michael. Charlemagne’s Survey of the Holy Land: Wealth, Personnel, and Buildings of a Mediterranean Church between Antiquity and the Middle Ages: With a Critical Edition and Translation of the Original Text. Dumbarton Oaks Medieval Humanities. Washington: Dumbarton Oaks, 2011.",,,,
539,Trees of Christ,Opera del Duomo,Pisa,IT,"Opera del Duomo, Pisa IT",,,,I Bene AAS,1200,1300,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,"Peter of Poitiers, Compendium historiae in Genealogia Christi.",,"Cahn, Walter. “The Allegorical Menorah.” In Tributes in Honor of James H. Marrow: Studies in Painting and Manuscript Illumination of the Late Middle Ages and Northern Renaissance, edited by Jeffrey F. Hamburger and A. S. Korteweg, 117–26. London: Harvey Miller, 2006.",,,,
308,Map or Guide,Österreichische Nationalbibliothek,Vienna,AT,"Österreichische Nationalbibliothek, Vienna AT",,,,Cod. Ser. n. 2656 Han,1552,1552,ca,Germany,,,170,5.2,,,,German,,Calendar and Itinerary for a traveler.,,Unknown Bibliography,SDP,,http://data.onb.ac.at/rec/AL00616477,
70,Chronicles,Österreichische Nationalbibliothek,Vienna,AT,"Österreichische Nationalbibliothek, Vienna AT",,,,Cod. Ser. n. 3416 Han,1520,1520,,"Germany, South",,,341,23.5,5,,,German,,Genealogy of Counts of Salm (Stammbaum der Grafen Salm).,,Unknown Bibliography,SDP,,http://data.onb.ac.at/rec/AL00621539,
307,Map or Guide,Österreichische Nationalbibliothek,Vienna,AT,"Österreichische Nationalbibliothek, Vienna AT",,,,Cod. 324 Han,1200,1200,ca,Unknown Provenance,,,674.5,34,11,H,,Latin,,South German copy of antique road map of Roman empire.,,"Bosio, Luciano. La Tabula Peutingeriana. Rimini: Maggioli, 1983.; Hermann, Julius. “Die Frühmittelalterlichen Handschriften Des Abendlandes. Beschreibendes Verzeichmis Der Illuminierten Handschriften in Österreich, 8.” In Neue Folge: Die Illuminierten Handschriften Und Inkunablen Der Nationalbibliothek in Wien, Vol. 1. Leipzig: Karl W. Hiersman, 1923, 5-8.",SDP,,http://data.onb.ac.at/rec/AL00161171,
603,Chronicles,Österreichische Nationalbibliothek,Vienna,AT,"Österreichische Nationalbibliothek, Vienna AT",,,,Cod. 3394 Han,1450,1499,,"Italy, Venice ",,,586,62,6,,,Latin,,"Universal chronicle, likely owned by John Cuspinianus .",,"Carlino, Laura. Cronache universali in rotulo nel tardo Medioevo: la storia per immagini nel ms. 258 della Biblioteca statale di Cremona. Istituto Poligrafico e Zecca dello Stato, 1997. 36 n17.",ECI,,http://data.onb.ac.at/rec/AL00621480,
